category,month,count
econ.TH,2021-07,44
econ.TH,2021-08,32
econ.TH,2021-09,40
econ.TH,2021-10,35
econ.TH,2021-11,33
econ.TH,2021-12,34
econ.TH,2022-01,28
econ.TH,2022-02,48
econ.TH,2022-03,42
econ.TH,2022-04,31
econ.TH,2022-05,62
econ.TH,2022-06,40
econ.TH,2022-07,37
econ.TH,2022-08,53
econ.TH,2022-09,41
econ.TH,2022-10,36
econ.TH,2022-11,31
econ.TH,2022-12,33
econ.TH,2023-01,40
econ.TH,2023-02,43
econ.TH,2023-03,55
econ.TH,2023-04,53
econ.TH,2023-05,54
econ.TH,2023-06,25
econ.TH,2023-07,38
econ.TH,2023-08,33
econ.TH,2023-09,32
econ.TH,2023-10,47
econ.TH,2023-11,34
econ.TH,2023-12,44
econ.TH,2024-01,48
econ.TH,2024-02,61
econ.TH,2024-03,51
econ.TH,2024-04,47
econ.TH,2024-05,39
econ.TH,2024-06,51
econ.TH,2024-07,41
econ.TH,2024-08,46
econ.TH,2024-09,32
econ.TH,2024-10,55
econ.TH,2024-11,53
econ.TH,2024-12,39
econ.TH,2025-01,52
econ.TH,2025-02,77
econ.TH,2025-03,61
econ.TH,2025-04,67
econ.TH,2025-05,58
econ.TH,2025-06,66
econ.TH,2025-07,71
econ.TH,2025-08,75
econ.TH,2025-09,78
econ.TH,2025-10,81
econ.TH,2025-11,85
econ.TH,2025-12,82
econ.TH,2026-01,70
econ.TH,2026-02,89
econ.TH,2026-03,66
econ.TH,2026-04,66
econ.TH,2026-05,92
econ.TH,2026-06,108
stat.ME,2019-01,153
stat.ME,2019-02,134
stat.ME,2019-03,142
stat.ME,2019-04,168
stat.ME,2019-05,177
stat.ME,2019-06,209
stat.ME,2019-07,193
stat.ME,2019-08,166
stat.ME,2019-09,178
stat.ME,2019-10,241
stat.ME,2019-11,223
stat.ME,2019-12,193
stat.ME,2020-01,145
stat.ME,2020-02,212
stat.ME,2020-03,208
stat.ME,2020-04,229
stat.ME,2020-05,230
stat.ME,2020-06,308
stat.ME,2020-07,286
stat.ME,2020-08,227
stat.ME,2020-09,208
stat.ME,2020-10,248
stat.ME,2020-11,260
stat.ME,2020-12,252
stat.ME,2021-01,200
stat.ME,2021-02,221
stat.ME,2021-03,291
stat.ME,2021-04,248
stat.ME,2021-05,258
stat.ME,2021-06,295
stat.ME,2021-07,260
stat.ME,2021-08,210
stat.ME,2021-09,241
stat.ME,2021-10,290
stat.ME,2021-11,238
stat.ME,2021-12,263
stat.ME,2022-01,220
stat.ME,2022-02,258
stat.ME,2022-03,295
stat.ME,2022-04,206
stat.ME,2022-05,264
stat.ME,2022-06,327
stat.ME,2022-07,243
stat.ME,2022-08,294
stat.ME,2022-09,277
stat.ME,2022-10,311
stat.ME,2022-11,294
stat.ME,2022-12,246
stat.ME,2023-01,258
stat.ME,2023-02,293
stat.ME,2023-03,268
stat.ME,2023-04,233
stat.ME,2023-05,329
stat.ME,2023-06,354
stat.ME,2023-07,271
stat.ME,2023-08,228
stat.ME,2023-09,289
stat.ME,2023-10,327
stat.ME,2023-11,316
stat.ME,2023-12,302
stat.ME,2024-01,358
stat.ME,2024-02,330
stat.ME,2024-03,308
stat.ME,2024-04,324
stat.ME,2024-05,344
stat.ME,2024-06,324
stat.ME,2024-07,343
stat.ME,2024-08,251
stat.ME,2024-09,295
stat.ME,2024-10,423
stat.ME,2024-11,315
stat.ME,2024-12,296
stat.ME,2025-01,302
stat.ME,2025-02,352
stat.ME,2025-03,351
stat.ME,2025-04,343
stat.ME,2025-05,368
stat.ME,2025-06,390
stat.ME,2025-07,396
stat.ME,2025-08,307
stat.ME,2025-09,424
stat.ME,2025-10,446
stat.ME,2025-11,404
stat.ME,2025-12,420
stat.ME,2026-01,375
stat.ME,2026-02,425
stat.ME,2026-03,506
stat.ME,2026-04,473
stat.ME,2026-05,602
stat.ME,2026-06,599
